CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,PCA1,PCA2,Churn,Churn_Probability,Churn_Risk,Retention_Action
13104.0,3,6,1098.48,5,5,4,554,Champions,0,0.4250983808229596,-0.8237476095533036,0,,Low Risk,No immediate action
13106.0,133,1,76.5,2,1,1,211,Others,0,-0.5800408751253184,0.2212131884081298,1,,Low Risk,No immediate action
13107.0,44,4,1531.62,3,4,4,344,Loyal Customers,0,0.1240951875288923,-0.4674927556302727,0,0.003659466743169,Low Risk,No immediate action
13108.0,373,1,350.06,1,1,2,112,Lost Customers,1,-1.4741053439863496,2.4059032328161205,1,1.0,High Risk,Re-engagement campaign
13109.0,60,2,786.54,3,2,3,323,Others,0,-0.164609032619742,-0.3904814431019653,0,0.0014941105845417,Low Risk,No immediate action
13110.0,31,7,1488.67,4,5,4,454,Champions,0,0.4336967802824873,-0.5356006983065653,0,,Low Risk,No immediate action
13113.0,1,24,12245.96,5,5,5,555,Champions,3,2.7953520004415537,-0.0318908927472826,0,0.0,Low Risk,No immediate action
13115.0,12,4,2294.78,5,4,5,545,Champions,0,0.2995230617635391,-0.7228470529838368,0,0.0020940802549241,Low Risk,No immediate action
13116.0,138,1,501.14,2,1,3,213,Others,0,-0.569213078331901,0.285555879566452,1,0.992637024729744,High Risk,No immediate action
13117.0,22,8,984.91,4,5,4,454,Champions,0,0.520244969343855,-0.6225412551551254,0,,Low Risk,No immediate action
13118.0,20,5,1197.81,4,4,4,444,Champions,0,0.2796730056771428,-0.6825700281470368,0,,Low Risk,No immediate action
13120.0,239,1,30.6,1,1,1,111,Lost Customers,1,-0.9866409633315208,1.17862501295963,1,,Low Risk,Re-engagement campaign
13121.0,269,1,283.73,1,1,2,112,Lost Customers,1,-1.0830065330606238,1.4615507896734925,1,,Low Risk,Re-engagement campaign
13122.0,94,2,922.39,2,2,3,223,Others,0,-0.2844417379132904,-0.0766199493225879,1,0.9964941105845416,High Risk,No immediate action
13124.0,90,3,3866.33,2,3,5,235,At Risk,0,0.0254741224664279,0.036646541287473,0,0.005,Low Risk,No immediate action
13126.0,5,8,2099.64,5,5,5,555,Champions,0,0.6633093062536888,-0.726320341045585,0,0.0016895873896753,Low Risk,No immediate action
13127.0,78,1,259.17,2,1,2,212,Others,0,-0.3579007120908343,-0.2684177783757028,0,0.002637024729744,Low Risk,No immediate action
13130.0,94,1,64.0,2,1,1,211,Others,0,-0.4325088696304474,-0.132362868537072,1,0.9891738257358212,High Risk,No immediate action
13131.0,23,3,1073.3,4,3,4,434,Loyal Customers,0,0.0840689845282746,-0.6953400739650385,0,,Low Risk,No immediate action
13132.0,262,1,77.3,1,1,1,111,Lost Customers,1,-1.070882001022437,1.38891174016264,1,1.0,High Risk,Re-engagement campaign
13133.0,274,2,109.8,1,2,1,121,Lost Customers,1,-1.026544932233869,1.5161567428263685,1,,Low Risk,Re-engagement campaign
13134.0,86,4,1793.58,2,4,4,244,At Risk,0,-0.0173144501225967,-0.0755503587093827,0,0.0011168101239688,Low Risk,No immediate action
13135.0,197,1,3096.0,1,1,5,115,Lost Customers,1,-0.6112972731308653,0.9362230236321596,1,,Low Risk,Re-engagement campaign
13136.0,56,5,2607.61,3,4,5,345,Loyal Customers,0,0.2417960776336176,-0.2933505371799579,0,0.0020940802549241,Low Risk,No immediate action
13137.0,11,8,3650.41,5,5,5,555,Champions,0,0.7495056231260895,-0.6023147246740022,0,,Low Risk,No immediate action
13138.0,22,6,962.39,4,5,4,454,Champions,0,0.3432276959172198,-0.6578825432591432,0,,Low Risk,No immediate action
13139.0,16,7,5064.9400000000005,4,5,5,455,Champions,0,0.7422118398245285,-0.5106483339853437,0,0.0007551262738769,Low Risk,No immediate action
13140.0,108,3,423.72,2,3,2,232,At Risk,0,-0.285060027711384,0.0448561569690727,1,,Low Risk,No immediate action
13141.0,85,5,2388.75,2,4,5,245,At Risk,0,0.116052088426161,-0.040688894378397,0,0.0020940802549241,Low Risk,No immediate action
13142.0,19,1,307.09000000000003,4,1,2,412,Potential Loyalists,0,-0.1300126862078018,-0.8003113607048572,0,,Low Risk,Personalized email campaign
13144.0,333,1,110.95,1,1,1,111,Lost Customers,1,-1.3387000215137486,2.0330910717525903,1,,Low Risk,Re-engagement campaign
13145.0,40,4,618.52,3,4,3,343,Loyal Customers,0,0.0751202161179548,-0.5447364902160162,0,,Low Risk,No immediate action
13146.0,26,1,228.91,4,1,1,411,Potential Loyalists,0,-0.1621470671039477,-0.7404634415211,0,,Low Risk,Personalized email campaign
13147.0,10,4,712.8,5,4,3,543,Loyal Customers,0,0.1959108643465608,-0.812048737584683,0,,Low Risk,No immediate action
13148.0,29,12,3707.12,4,5,5,455,Champions,0,1.0358633358237197,-0.3681780028441753,0,,Low Risk,No immediate action
13149.0,14,4,1676.06,4,4,4,444,Champions,0,0.2484123949743748,-0.7325506791972209,0,,Low Risk,No immediate action
13151.0,296,1,1257.87,1,1,4,114,Lost Customers,1,-1.1172644083683134,1.7497257291998185,1,1.0,High Risk,Re-engagement campaign
13153.0,6,1,486.22,5,1,2,512,Potential Loyalists,0,-0.0679484581150922,-0.9099322066713932,0,,Low Risk,Personalized email campaign
13155.0,33,4,971.76,4,4,4,444,Champions,0,0.1265930216192453,-0.5922224814711315,0,0.0036937036462619,Low Risk,No immediate action
13157.0,49,4,1741.22,3,4,4,344,Loyal Customers,0,0.1198043381102458,-0.4128145339759683,0,,Low Risk,No immediate action
13158.0,95,4,1201.06,2,4,4,244,At Risk,0,-0.0932209361839521,-0.0207149509379058,1,0.9876329580880728,High Risk,Discount coupon
13159.0,9,4,1437.85,5,4,4,544,Champions,0,0.2506917838827575,-0.788514710340504,0,,Low Risk,No immediate action
13160.0,22,1,91.8,4,1,1,411,Potential Loyalists,0,-0.1565651268979796,-0.7828321217428981,0,,Low Risk,Personalized email campaign
13161.0,313,1,112.75,1,1,1,111,Lost Customers,1,-1.2624653508323913,1.852139007667347,1,,Low Risk,Re-engagement campaign
13162.0,122,4,1688.29,2,4,4,244,At Risk,0,-0.1617116055165487,0.2455769582396418,1,,Low Risk,No immediate action
13165.0,46,2,1021.48,3,2,4,324,Others,0,-0.0948156092791615,-0.5066456872840924,0,,Low Risk,No immediate action
13166.0,283,1,417.2,1,1,2,112,Lost Customers,1,-1.1268984476075543,1.5942723590508163,1,,Low Risk,Re-engagement campaign
13167.0,19,4,791.33,4,4,3,443,Loyal Customers,0,0.1671833568036458,-0.7270545581396979,0,0.0031135862885156,Low Risk,No immediate action
13168.0,36,4,1319.19,3,4,4,344,Loyal Customers,0,0.1396032883158447,-0.5494531091418876,0,0.0026329580880727,Low Risk,No immediate action
13169.0,64,2,712.88,3,2,3,323,Others,0,-0.1850094115446308,-0.357585327228018,0,,Low Risk,No immediate action
13170.0,27,1,116.01,4,1,1,411,Potential Loyalists,0,-0.1738900435657636,-0.7364858197377281,0,,Low Risk,Personalized email campaign
13171.0,22,3,468.41,4,3,2,432,Loyal Customers,0,0.0453468704741059,-0.7315770873280653,0,,Low Risk,No immediate action
13173.0,4,2,353.65000000000003,5,2,2,522,Potential Loyalists,0,0.0180588491587378,-0.9168289614259444,0,,Low Risk,Personalized email campaign
13174.0,16,3,2817.03,4,3,5,435,Loyal Customers,0,0.2333018643013873,-0.6803337465787764,0,,Low Risk,No immediate action
13176.0,46,1,492.84,3,1,3,313,Others,0,-0.2196992700679886,-0.5475687645205728,0,,Low Risk,No immediate action
13177.0,65,1,282.45,3,1,2,312,Others,0,-0.3067937059668289,-0.3850429378290376,0,,Low Risk,No immediate action
13178.0,26,11,5725.47,4,5,5,455,Champions,0,1.10146509271851,-0.3217875198307544,0,,Low Risk,No immediate action
13182.0,45,1,121.18,3,1,1,311,Others,0,-0.2420238680505443,-0.573323801402842,0,,Low Risk,No immediate action
13183.0,8,9,3957.78,5,5,5,555,Champions,0,0.8702488479759158,-0.5984910538412314,0,,Low Risk,No immediate action
13184.0,15,10,1701.29,4,5,4,454,Champions,0,0.7726827476428427,-0.6193775896191946,0,,Low Risk,No immediate action
13185.0,268,1,71.4,1,1,1,111,Lost Customers,1,-1.0941292434828738,1.442956466733165,1,,Low Risk,Re-engagement campaign
13186.0,40,3,1575.89,3,3,4,334,Loyal Customers,0,0.0547122782531835,-0.518874325973397,0,,Low Risk,No immediate action
13187.0,337,1,236.02,1,1,1,111,Lost Customers,1,-1.3451284484216943,2.0749186423537203,1,,Low Risk,Re-engagement campaign
13188.0,11,1,114.6,5,1,1,511,Potential Loyalists,0,-0.1131026797034549,-0.8813755575855656,0,,Low Risk,Personalized email campaign
13189.0,19,2,260.68,4,2,2,422,Potential Loyalists,0,-0.0455586083070295,-0.7852325598275912,0,,Low Risk,Personalized email campaign
13192.0,95,2,911.94,2,2,3,223,Others,0,-0.288981843725804,-0.0680379520709933,1,,Low Risk,No immediate action
13193.0,61,1,117.88,3,1,1,311,Others,0,-0.3031423741359689,-0.428645743481362,0,,Low Risk,No immediate action
13194.0,136,1,60.7,2,1,1,211,Others,0,-0.5925679310831458,0.2476580385185102,1,,Low Risk,No immediate action
13196.0,11,4,1797.78,5,4,4,544,Champions,0,0.2683862841110611,-0.7542352028108306,0,0.0011168101239688,Low Risk,No immediate action
13198.0,10,6,3401.24,5,5,5,555,Champions,0,0.5603588544290051,-0.6568939146027295,0,,Low Risk,No immediate action
13199.0,4,38,9817.12,5,5,5,555,Champions,3,3.8412111047293416,0.1264097781063421,0,,Low Risk,No immediate action
13200.0,19,4,870.09,4,4,3,443,Loyal Customers,0,0.1727206734687413,-0.7235148742755961,0,0.0036937036462619,Low Risk,No immediate action
13203.0,10,4,869.46,5,4,3,543,Loyal Customers,0,0.2069250343408963,-0.8050080205436699,0,,Low Risk,No immediate action
13207.0,15,2,250.26,4,2,2,422,Potential Loyalists,0,-0.0310695750550867,-0.8219074545143074,0,,Low Risk,Personalized email campaign
13208.0,59,6,1223.9,3,5,4,354,Loyal Customers,0,0.2208134503520352,-0.3112186107531356,0,,Low Risk,No immediate action
13209.0,30,8,5891.61,4,5,5,455,Champions,0,0.8347731750761777,-0.3296079233202872,0,,Low Risk,No immediate action
13210.0,94,1,353.48,2,1,2,212,Others,0,-0.4121566295566554,-0.1193528674580955,1,0.992637024729744,High Risk,No immediate action
13211.0,10,3,1197.42,5,3,4,534,Loyal Customers,0,0.1422656683123643,-0.807433215631984,0,,Low Risk,No immediate action
13212.0,20,3,788.08,4,3,3,433,Loyal Customers,0,0.075432466812574,-0.7353135634453011,0,,Low Risk,No immediate action
13213.0,57,5,1520.58,3,4,4,344,Loyal Customers,0,0.161565718198598,-0.3331529083185956,0,,Low Risk,No immediate action
13216.0,268,1,333.74,1,1,2,112,Lost Customers,1,-1.0756851137987553,1.4547467240326628,1,1.0,High Risk,Re-engagement campaign
13217.0,122,3,533.98,2,3,3,233,At Risk,0,-0.3305837492643695,0.1765346072188474,1,,Low Risk,No immediate action
13218.0,127,1,62.64,2,1,1,211,Others,0,-0.558182883265469,0.1662803948854127,1,,Low Risk,No immediate action
13220.0,78,4,819.2900000000001,2,4,3,243,At Risk,0,-0.0553698342832027,-0.1917507268058705,0,,Low Risk,No immediate action
13221.0,240,2,847.41,1,2,3,123,Lost Customers,1,-0.8453025695724389,1.24155086443473,1,1.0,High Risk,Re-engagement campaign
13223.0,200,2,163.2,1,2,1,121,Lost Customers,1,-0.7411905387153029,0.848734725617115,1,,Low Risk,Re-engagement campaign
13224.0,60,2,2155.95,3,2,5,325,Others,0,-0.0683310131384254,-0.3289365157233516,0,0.0,Low Risk,No immediate action
13225.0,3,7,6463.84,5,5,5,555,Champions,0,0.8900334669596913,-0.5654494721444213,0,,Low Risk,No immediate action
13226.0,273,1,108.21,1,1,1,111,Lost Customers,1,-1.1105683019741697,1.489869046248336,1,,Low Risk,Re-engagement campaign
13227.0,202,1,257.7,1,1,2,112,Lost Customers,1,-0.8298744031938077,0.8539205133235916,1,,Low Risk,Re-engagement campaign
13228.0,81,1,358.0,2,1,2,212,Others,0,-0.3623685678287545,-0.2368211512040986,0,0.002637024729744,Low Risk,No immediate action
13229.0,226,1,160.95,1,1,1,111,Lost Customers,1,-0.9280062718935008,1.0668118640615183,1,,Low Risk,Re-engagement campaign
13230.0,4,14,2806.97,5,5,5,555,Champions,0,1.243146332951465,-0.6005951594935501,0,,Low Risk,No immediate action
13232.0,13,7,1357.6,5,5,4,554,Champions,0,0.4929790536228352,-0.7044209974755097,0,,Low Risk,No immediate action
13233.0,74,2,605.12,2,2,3,223,Others,0,-0.2306396678963825,-0.2719118677821196,0,,Low Risk,No immediate action
13235.0,212,1,1031.07,1,1,4,114,Lost Customers,1,-0.8135557535892916,0.9791942983557776,1,1.0,High Risk,Re-engagement campaign
13236.0,25,2,744.85,4,2,3,423,Potential Loyalists,0,-0.0343508891363926,-0.7091627841041922,0,0.0014941105845417,Low Risk,Personalized email campaign
13238.0,17,4,700.73,4,4,3,443,Loyal Customers,0,0.1684244266287981,-0.7492296591798012,0,,Low Risk,No immediate action
13239.0,262,1,329.56,1,1,2,112,Lost Customers,1,-1.053146557879509,1.400248975454137,1,1.0,High Risk,Re-engagement campaign
13240.0,96,4,663.65,2,4,3,243,At Risk,0,-0.1348095995109243,-0.0358159375490216,1,,Low Risk,No immediate action
13242.0,112,3,270.40000000000003,2,3,2,232,At Risk,0,-0.3110609988854033,0.0741721405853467,1,0.9874895517245004,High Risk,Discount coupon
13243.0,203,1,600.07,1,1,3,113,Lost Customers,1,-0.8096090739405645,0.878359179708406,1,1.0,High Risk,Re-engagement campaign
13244.0,93,1,121.74,2,1,1,211,Others,0,-0.424643983407924,-0.1388195274197817,1,,Low Risk,No immediate action
13245.0,51,1,430.5,3,1,2,312,Others,0,-0.2431091887337922,-0.5051122496971957,0,,Low Risk,No immediate action
13246.0,18,6,1987.3,4,5,4,454,Champions,0,0.4305068518567373,-0.6480269542609877,0,0.0011168101239688,Low Risk,No immediate action
13247.0,18,4,501.12,4,4,3,443,Loyal Customers,0,0.1505851991762454,-0.749149015403746,0,,Low Risk,No immediate action
13248.0,125,2,465.68,2,2,2,222,Others,0,-0.434518869808401,0.1834553779984536,1,,Low Risk,No immediate action
13249.0,92,3,711.41,2,3,3,233,At Risk,0,-0.2039471401329868,-0.0870406580104076,1,,Low Risk,No immediate action
13253.0,157,2,1030.4,2,2,4,224,Others,1,-0.5165885412339176,0.4984881340806043,1,1.0,High Risk,No immediate action
13255.0,9,2,399.51,5,2,2,522,Potential Loyalists,0,0.0022560618180146,-0.8695096508420823,0,,Low Risk,Personalized email campaign
13258.0,12,3,698.5799999999999,5,3,3,533,Loyal Customers,0,0.0995833093166442,-0.811749115821644,0,,Low Risk,No immediate action
13259.0,62,1,292.32,3,1,2,312,Others,0,-0.2946835658015868,-0.4117542979103948,0,0.002637024729744,Low Risk,No immediate action
13260.0,61,1,557.62,3,1,3,313,Others,0,-0.2722259237765337,-0.4088826583823254,0,,Low Risk,No immediate action
13261.0,269,2,944.1,1,2,4,124,Lost Customers,1,-0.9488614359552268,1.5083941634490552,1,,Low Risk,Re-engagement campaign
13262.0,263,1,200.29,1,1,1,111,Lost Customers,1,-1.0660404469087144,1.4034908859011028,1,,Low Risk,Re-engagement campaign
13263.0,1,35,7454.07,5,5,5,555,Champions,3,3.4233392795998365,-0.0584406867297599,0,,Low Risk,No immediate action
13265.0,53,5,2107.66,3,4,5,345,Loyal Customers,0,0.218062708629243,-0.342974563939786,0,,Low Risk,No immediate action
13266.0,11,12,3834.26,5,5,5,555,Champions,0,1.1132993742236703,-0.525393657897455,0,,Low Risk,No immediate action
13267.0,3,19,4521.49,5,5,5,555,Champions,3,1.8060780768918223,-0.4467687704014159,0,,Low Risk,No immediate action
13268.0,18,11,3214.69,4,5,5,455,Champions,0,0.9553849284315368,-0.5070418348591078,0,,Low Risk,No immediate action
13269.0,1,15,5346.2300000000005,5,5,5,555,Champions,3,1.5208052725252643,-0.4964644162959987,0,0.0,Low Risk,No immediate action
13270.0,366,1,590.0,1,1,3,113,Lost Customers,1,-1.430598231453004,2.353325238236948,1,,Low Risk,Re-engagement campaign
13271.0,37,1,217.38,3,1,1,311,Others,0,-0.2048171633739471,-0.6414135019055979,0,,Low Risk,No immediate action
13272.0,31,2,276.56,4,2,2,422,Potential Loyalists,0,-0.0901070174878091,-0.67589909387092,0,,Low Risk,Personalized email campaign
13273.0,113,1,138.98,2,1,1,211,Others,0,-0.4995400239559215,0.0429882449027963,1,,Low Risk,No immediate action
13276.0,64,2,590.9300000000001,3,2,3,323,Others,0,-0.1935832531813551,-0.3630660845569567,0,0.0014941105845417,Low Risk,No immediate action
13277.0,16,4,258.4,4,4,2,442,Loyal Customers,0,0.1411312891754158,-0.778160793810624,0,0.0045383988131834,Low Risk,No immediate action
13278.0,41,1,542.73,3,1,3,313,Others,0,-0.1971646636480007,-0.5905848154550223,0,,Low Risk,No immediate action
13279.0,78,1,137.75,2,1,1,211,Others,0,-0.3664372914391825,-0.2738747160950939,0,,Low Risk,No immediate action
13280.0,122,3,814.86,2,3,3,233,At Risk,0,-0.3108361425491328,0.1891581014259184,1,0.9924895517245004,High Risk,Discount coupon
13282.0,18,3,1132.14,4,3,4,434,Loyal Customers,0,0.107232831478387,-0.7379538880967492,0,,Low Risk,No immediate action
13283.0,60,2,93.66,3,2,1,321,Others,0,-0.2133227955820504,-0.4216213130328801,0,0.0034896882517611,Low Risk,No immediate action
13284.0,331,1,201.19,1,1,1,111,Lost Customers,1,-1.324744777669857,2.019043401260788,1,1.0,High Risk,Re-engagement campaign
13285.0,23,4,2709.12,4,4,5,445,Champions,0,0.2867942687967932,-0.6046573829568946,0,0.0020940802549241,Low Risk,No immediate action
13291.0,156,1,361.11,2,1,2,212,Others,1,-0.6475553637076401,0.4421922237384691,1,,Low Risk,No immediate action
13292.0,39,2,578.94,3,2,3,323,Others,0,-0.099291075181499,-0.5898961481351309,0,,Low Risk,No immediate action
13294.0,190,2,873.74,1,2,3,123,Lost Customers,1,-0.6531811084251776,0.7901518024790285,1,1.0,High Risk,Re-engagement campaign
13295.0,360,1,201.2,1,1,1,111,Lost Customers,1,-1.4351008479020793,2.2815416439523424,1,,Low Risk,Re-engagement campaign
13296.0,137,1,87.4,2,1,1,211,Others,0,-0.5944961613991092,0.2579096555714175,1,,Low Risk,No immediate action
13297.0,8,4,2089.85,5,4,5,545,Champions,0,0.3003368351814577,-0.7682637443745454,0,,Low Risk,No immediate action
13298.0,1,1,360.0,5,1,2,512,Potential Loyalists,0,-0.0577954773666377,-0.9608631093745956,0,,Low Risk,Personalized email campaign
13299.0,268,1,142.5,1,1,1,111,Lost Customers,1,-1.0891304723441195,1.4461518898253136,1,1.0,High Risk,Re-engagement campaign
13300.0,169,1,371.89,2,1,2,212,Others,1,-0.6962677405069484,0.5603481301751877,1,,Low Risk,No immediate action
13301.0,104,4,618.09,2,4,3,243,At Risk,0,-0.1684559979924931,0.0345496592320243,1,,Low Risk,No immediate action
13302.0,155,1,63.75,2,1,1,211,Others,1,-0.6646562106970954,0.419776426458825,1,,Low Risk,No immediate action
13304.0,351,1,300.42,1,1,2,112,Lost Customers,1,-1.3938764125122785,2.204536022237729,1,,Low Risk,Re-engagement campaign
13305.0,4,10,2000.86,5,5,4,554,Champions,0,0.8356038430521782,-0.7054822455854346,0,,Low Risk,No immediate action
13307.0,120,1,15.0,2,1,1,211,Others,0,-0.5348944290173973,0.1007777902803593,1,,Low Risk,No immediate action
13308.0,23,3,1385.51,4,3,4,434,Loyal Customers,0,0.1060192846299694,-0.681308526235084,0,,Low Risk,No immediate action
13309.0,7,5,1456.79,5,4,4,544,Champions,0,0.3473511841978347,-0.7886022027505902,0,,Low Risk,No immediate action
13310.0,28,3,1132.03,4,3,4,434,Loyal Customers,0,0.0691710380392501,-0.6474423513531037,0,,Low Risk,No immediate action
13311.0,4,2,598.57,5,2,3,523,Potential Loyalists,0,0.0352782447607591,-0.9058216052553528,0,,Low Risk,Personalized email campaign
13313.0,22,5,1555.3200000000002,4,4,4,444,Champions,0,0.2971973648905971,-0.6483992818534114,0,,Low Risk,No immediate action
13314.0,2,3,775.94,5,3,3,533,Loyal Customers,0,0.1430762570521071,-0.8987888321170687,0,,Low Risk,No immediate action
13316.0,37,4,5977.73,3,4,5,345,Loyal Customers,0,0.4633221481732711,-0.3310342839998337,0,,Low Risk,No immediate action
13317.0,66,6,2273.68,3,5,5,355,Loyal Customers,0,0.2679816558647412,-0.2006771693328084,0,0.0011168101239688,Low Risk,No immediate action
13318.0,1,3,640.76,5,3,3,533,Loyal Customers,0,0.1373776703057347,-0.913915828875128,0,0.0024895517245003,Low Risk,No immediate action
13319.0,5,26,10845.55,5,5,5,555,Champions,3,2.857106842420275,-0.0242932709851199,0,,Low Risk,No immediate action
13320.0,78,4,1548.7,2,4,4,244,At Risk,0,-0.0040877856711237,-0.158969101522548,0,,Low Risk,No immediate action
13321.0,72,2,567.36,3,2,3,323,Others,0,-0.2256836182263387,-0.2917121986929804,0,,Low Risk,No immediate action
13322.0,17,1,199.48,4,1,1,411,Potential Loyalists,0,-0.1299675249209084,-0.8232509363834619,0,0.0040915527420233,Low Risk,Personalized email campaign
13323.0,3,5,787.85,5,4,3,543,Loyal Customers,0,0.3155421756735113,-0.8548727375869802,0,,Low Risk,No immediate action
13324.0,36,10,7121.95,3,5,5,355,Loyal Customers,0,1.0738752525477055,-0.1856741039284055,0,,Low Risk,No immediate action
13325.0,82,1,675.3,2,1,3,213,Others,0,-0.3438658151219046,-0.2135091972935481,0,,Low Risk,No immediate action
13327.0,39,8,3627.77,3,5,5,355,Loyal Customers,0,0.6413625233379876,-0.3498860812642824,0,0.0035731874541319,Low Risk,No immediate action
13328.0,316,1,1308.48,1,1,4,114,Lost Customers,1,-1.1898143308727072,1.933033238070709,1,,Low Risk,Re-engagement campaign
13329.0,32,2,789.0,4,2,3,423,Potential Loyalists,0,-0.0578847120381108,-0.6438170293808773,0,,Low Risk,Personalized email campaign
13330.0,93,3,1140.93,2,3,4,234,At Risk,0,-0.1775546251590341,-0.0586852388480859,1,,Low Risk,No immediate action
13332.0,14,1,350.90000000000003,4,1,2,412,Potential Loyalists,0,-0.1079055415110716,-0.843600663009212,0,,Low Risk,Personalized email campaign
13334.0,82,3,3536.82,2,3,5,235,At Risk,0,0.0327507728324891,-0.0505756988011993,0,0.0,Low Risk,No immediate action
13336.0,77,1,795.12,2,1,3,213,Others,0,-0.3164146958224076,-0.2533824080474919,0,,Low Risk,No immediate action
13338.0,158,1,487.02,2,1,2,212,Others,1,-0.6463139214524912,0.465954250086361,1,,Low Risk,No immediate action
13339.0,201,1,860.12,1,1,3,113,Lost Customers,1,-0.7837151335133836,0.8719432222303557,1,1.0,High Risk,Re-engagement campaign
13340.0,45,7,10736.48,3,5,5,355,Loyal Customers,0,1.0305995175048177,0.0067435504757542,0,,Low Risk,No immediate action
13341.0,261,1,775.85,1,1,3,113,Lost Customers,1,-1.0179641959050445,1.4112547869294356,1,1.0,High Risk,Re-engagement campaign
13343.0,178,1,353.43,2,1,2,212,Others,1,-0.7318142468226874,0.6409833210729504,1,,Low Risk,No immediate action
13344.0,68,3,2543.7200000000003,3,3,5,335,Loyal Customers,0,0.0162053648195406,-0.2219313265850474,0,0.0015139628971778,Low Risk,No immediate action
13345.0,288,1,389.5,1,1,2,112,Lost Customers,1,-1.1478729593500607,1.6382856876001013,1,,Low Risk,Re-engagement campaign
13347.0,70,1,341.36,3,1,2,312,Others,0,-0.3216789973390465,-0.3371371255383886,0,,Low Risk,No immediate action
13348.0,64,1,233.76,3,1,1,311,Others,0,-0.3064115090874507,-0.3962828439648753,0,0.002637024729744,Low Risk,No immediate action
13349.0,11,1,247.32,5,1,1,511,Potential Loyalists,0,-0.1037716402444467,-0.8754107678135546,0,,Low Risk,Personalized email campaign
13350.0,16,2,979.12,4,2,4,424,Potential Loyalists,0,0.0163683991688621,-0.7800988996501038,0,,Low Risk,Personalized email campaign
13351.0,66,1,373.94,3,1,2,312,Others,0,-0.3041667972943268,-0.3718794858655774,0,,Low Risk,No immediate action
13352.0,60,1,397.98,3,1,2,312,Others,0,-0.2796442002845647,-0.4251089525923389,0,,Low Risk,No immediate action
13354.0,71,1,743.53,3,1,3,313,Others,0,-0.2972093570577088,-0.3100108881140454,0,,Low Risk,No immediate action
13355.0,122,1,674.7,2,1,3,213,Others,0,-0.4961242378711697,0.1485297588555099,1,,Low Risk,No immediate action
13356.0,80,1,768.24,2,1,3,213,Others,0,-0.3297207445259087,-0.2274355226046362,0,0.002637024729744,Low Risk,No immediate action
13357.0,257,1,609.95,1,1,3,113,Lost Customers,1,-1.014406371326147,1.3675922075399447,1,,Low Risk,Re-engagement campaign
13358.0,269,1,439.03,1,1,2,112,Lost Customers,1,-1.0720879795043854,1.4685303846975528,1,,Low Risk,Re-engagement campaign
13359.0,64,1,439.56,3,1,2,312,Others,0,-0.2919424922048115,-0.3870336446348582,0,,Low Risk,No immediate action
13362.0,9,4,3090.74,5,4,5,545,Champions,0,0.3669002062109671,-0.7142294378400571,0,0.0020940802549241,Low Risk,No immediate action
13363.0,18,2,992.5,4,2,4,424,Potential Loyalists,0,0.0096982842335183,-0.7613942707784354,0,,Low Risk,Personalized email campaign
13364.0,71,1,134.96,3,1,1,311,Others,0,-0.3399956039200399,-0.3373616424205007,0,,Low Risk,No immediate action
13365.0,34,2,2225.37,3,2,5,325,Others,0,0.0354901989440711,-0.561159445433305,0,0.0,Low Risk,No immediate action
13366.0,50,1,56.16,3,1,1,311,Others,0,-0.2656222073443628,-0.530987732906989,0,,Low Risk,No immediate action
13368.0,257,2,623.4,1,2,3,123,Lost Customers,1,-0.9257437640250114,1.385361276016311,1,,Low Risk,Re-engagement campaign
13369.0,366,1,308.28000000000003,1,1,2,112,Lost Customers,1,-1.4504048953800064,2.3406639921958767,1,,Low Risk,Re-engagement campaign
13370.0,372,1,754.87,1,1,3,113,Lost Customers,1,-1.4418392833738476,2.415044822774368,1,,Low Risk,Re-engagement campaign
13372.0,90,1,378.64,2,1,2,212,Others,0,-0.3951661015492009,-0.1544287023189516,0,0.002637024729744,Low Risk,No immediate action
13373.0,61,3,3312.25,3,3,5,335,Loyal Customers,0,0.0968756339806525,-0.2507530807664854,0,,Low Risk,No immediate action
13375.0,89,1,778.65,2,1,3,213,Others,0,-0.3632375107182182,-0.1455028371264187,0,,Low Risk,No immediate action
13376.0,99,3,1019.76,2,3,4,234,At Risk,0,-0.2089060638102478,-0.0098210526408801,1,,Low Risk,No immediate action
13379.0,26,3,572.56,4,3,3,433,Loyal Customers,0,0.0374476377683721,-0.6906897171641746,0,,Low Risk,No immediate action
13381.0,32,6,3639.31,4,5,5,455,Champions,0,0.4933777210657003,-0.4470581586902516,0,,Low Risk,No immediate action
13382.0,281,1,222.99,1,1,1,111,Lost Customers,1,-1.1329418036289047,1.567440749057443,1,1.0,High Risk,Re-engagement campaign
13384.0,31,7,4151.93,4,5,5,455,Champions,0,0.6209404824343713,-0.4159067109029631,0,,Low Risk,No immediate action
13385.0,330,1,534.57,1,1,3,113,Lost Customers,1,-1.2975006892435887,2.0249747370492432,1,1.0,High Risk,Re-engagement campaign
13388.0,131,2,677.1,2,2,3,223,Others,0,-0.4424871679105526,0.2472670433367109,1,0.9964941105845416,High Risk,No immediate action
13389.0,11,3,797.96,5,3,3,533,Loyal Customers,0,0.1103757458938473,-0.8163343623617787,0,,Low Risk,No immediate action
13390.0,75,1,544.08,2,1,3,213,Others,0,-0.3264535534445373,-0.2827681093816085,0,0.002637024729744,Low Risk,No immediate action
13391.0,204,1,59.8,1,1,1,111,Lost Customers,1,-0.8513988130123585,0.8631296570910518,1,,Low Risk,Re-engagement campaign
